DATE,MORTGAGE15US
2012-02-01,3.1625000000000000
2012-03-01,3.1980000000000000
2012-04-01,3.1425000000000000
2012-05-01,3.0340000000000000
2012-06-01,2.9525000000000000
2012-07-01,2.8450000000000000
2012-08-01,2.8600000000000000
2012-09-01,2.8025000000000000
2012-10-01,2.6925000000000000
2012-11-01,2.6620000000000000
2012-12-01,2.6575000000000000
2013-01-01,2.6960000000000000
2013-02-01,2.7675000000000000
2013-03-01,2.7575000000000000
2013-04-01,2.6600000000000000
2013-05-01,2.7220000000000000
2013-06-01,3.1675000000000000
2013-07-01,3.4300000000000000
2013-08-01,3.4880000000000000
2013-09-01,3.5225000000000000
2013-10-01,3.2740000000000000
2013-11-01,3.2975000000000000
2013-12-01,3.4825000000000000
2014-01-01,3.4800000000000000
2014-02-01,3.3500000000000000
2014-03-01,3.3600000000000000
2014-04-01,3.3925000000000000
2014-05-01,3.2900000000000000
2014-06-01,3.2650000000000000
2014-07-01,3.2360000000000000
2014-08-01,3.2475000000000000
2014-09-01,3.3075000000000000
2014-10-01,3.2100000000000000
2014-11-01,3.1875000000000000
2014-12-01,3.1280000000000000
2015-01-01,2.9850000000000000
2015-02-01,3.0075000000000000
2015-03-01,3.0400000000000000
2015-04-01,2.9420000000000000
2015-05-01,3.0625000000000000
2015-06-01,3.1925000000000000
2015-07-01,3.2140000000000000
2015-08-01,3.1275000000000000
2015-09-01,3.0950000000000000
2015-10-01,3.0100000000000000
2015-11-01,3.1625000000000000
2015-12-01,3.2060000000000000
2016-01-01,3.1550000000000000
2016-02-01,2.9600000000000000
2016-03-01,2.9660000000000000
2016-04-01,2.8700000000000000
2016-05-01,2.8425000000000000
2016-06-01,2.8420000000000000
2016-07-01,2.7475000000000000
2016-08-01,2.7450000000000000
2016-09-01,2.7560000000000000
2016-10-01,2.7625000000000000
2016-11-01,3.0275000000000000
2016-12-01,3.4280000000000000
2017-01-01,3.3875000000000000
2017-02-01,3.3800000000000000
2017-03-01,3.4140000000000000
2017-04-01,3.3000000000000000
2017-05-01,3.2550000000000000
2017-06-01,3.1740000000000000
2017-07-01,3.2350000000000000
2017-08-01,3.1600000000000000
2017-09-01,3.1050000000000000
2017-10-01,3.2000000000000000
2017-11-01,3.2880000000000000
2017-12-01,3.3850000000000000
2018-01-01,3.4825000000000000
2018-02-01,3.7850000000000000
2018-03-01,3.9100000000000000
2018-04-01,3.9250000000000000
2018-05-01,4.0660000000000000
2018-06-01,4.0400000000000000
2018-07-01,4.0075000000000000
2018-08-01,4.0180000000000000
2018-09-01,4.0800000000000000
2018-10-01,4.2475000000000000
2018-11-01,4.2820000000000000
2018-12-01,4.0900000000000000
2019-01-01,3.9060000000000000
2019-02-01,3.8000000000000000
2019-03-01,3.7175000000000000
2019-04-01,3.6050000000000000
2019-05-01,3.5340000000000000
2019-06-01,3.2375000000000000
2019-07-01,3.2025000000000000
2019-08-01,3.0820000000000000
2019-09-01,3.1150000000000000
2019-10-01,3.1420000000000000
2019-11-01,3.1575000000000000
2019-12-01,3.1775000000000000
2020-01-01,3.0720000000000000
2020-02-01,2.9700000000000000
2020-03-01,2.8850000000000000
2020-04-01,2.8040000000000000
2020-05-01,2.6925000000000000
2020-06-01,2.6025000000000000
2020-07-01,2.5200000000000000
2020-08-01,2.4750000000000000
2020-09-01,2.3850000000000000
2020-10-01,2.3460000000000000
2020-11-01,2.3050000000000000
2020-12-01,2.2180000000000000
